"distribution_center_id","name","latitude","longitude","product_id","cost","category","product_name","retail_price","sku","distribution_center_id","order_item_id","order_id","user_id","product_id","created_at","shipped_at","delivered_at","returned_at","sale_price","order_item_id","order_id","user_id","product_id","created_at","shipped_at","delivered_at","returned_at","sale_price","order_id","user_id","status","gender","created_at","shipped_at","delivered_at","returned_at"
"DC005","New Orleans LA","29.95","-90.0667","P008","48.86699984","Accessories","Nike Benassi","40","6512B","DC005","OI104948","O72413","U57980","P008","2023-02-01","","","","15","","","","","","","","","","O72413","U57980","Cancelled","F","2023-02-01","","",""
"DC005","New Orleans LA","29.95","-90.0667","P008","48.86699984","Accessories","Nike Benassi","40","6512B","DC005","OI5905","O4043","U3231","P008","2020-07-23","","","","15","","","","","","","","","","O4043","U3231","Processing","F","2020-07-23","","",""
"DC003","Houston TX","29.7604","-95.3698","P004","12.081981","Apparel","Nike Dri-FIT Tee","25","C9F0F","DC003","OI63751","O43828","U34986","P004","2022-07-28","","","","15","","","","","","","","","","O43828","U34986","Processing","F","2022-07-28","","",""
"DC005","New Orleans LA","29.95","-90.0667","P008","48.86699984","Accessories","Nike Benassi","40","6512B","DC005","OI68255","O47033","U37544","P008","2022-08-05","","","","15","","","","","","","","","","O47033","U37544","Processing","F","2022-08-05","","",""
"DC002","Chicago IL","41.8369","-87.6847","P003","27.91799985","Sneakers","Nike Tanjun","65","45C48","DC002","OI102258","O70510","U56475","P003","2022-09-18","","","","15","","","","","","","","","","O70510","U56475","Processing","F","2022-09-18","","",""
"DC002","Chicago IL","41.8369","-87.6847","P003","27.91799985","Sneakers","Nike Tanjun","65","45C48","DC002","OI120145","O82894","U66210","P003","2023-01-28","","","","15","","","","","","","","","","O82894","U66210","Processing","F","2023-01-28","","",""
"DC005","New Orleans LA","29.95","-90.0667","P008","48.86699984","Accessories","Nike Benassi","40","6512B","DC005","OI156472","O107812","U86266","P008","2021-05-11","","","","15","","","","","","","","","","O107812","U86266","Processing","F","2021-05-11","","",""
"DC004","Los Angeles CA","34.05","-118.25","P006","30.66549992","Activewear","Nike Pro Tights","35","D3D94","DC004","OI2435","O1646","U1312","P006","2022-11-25","2022-11-23","","","17","","","","","","","","","","O1646","U1312","Shipped","F","2022-11-25","2022-11-23","",""
"DC004","Los Angeles CA","34.05","-118.25","P006","30.66549992","Activewear","Nike Pro Tights","35","D3D94","DC004","OI9526","O6509","U5254","P006","2021-02-24","2021-02-26","","","17","","","","","","","","","","O6509","U5254","Shipped","F","2021-02-24","2021-02-26","",""
"DC004","Los Angeles CA","34.05","-118.25","P006","30.66549992","Activewear","Nike Pro Tights","35","D3D94","DC004","OI48439","O33329","U26532","P006","2020-12-25","2020-12-26","","","17","","","","","","","","","","O33329","U26532","Shipped","F","2020-12-25","2020-12-26","",""
"DC004","Los Angeles CA","34.05","-118.25","P006","30.66549992","Activewear","Nike Pro Tights","35","D3D94","DC004","OI140342","O96743","U77455","P006","2020-08-10","2020-08-10","","","17","","","","","","","","","","O96743","U77455","Shipped","F","2020-08-10","2020-08-10","",""
"DC004","Los Angeles CA","34.05","-118.25","P006","30.66549992","Activewear","Nike Pro Tights","35","D3D94","DC004","OI181376","O124985","U99976","P006","2022-06-27","","","","17","","","","","","","","","","O124985","U99976","Cancelled","F","2022-06-27","","",""
"DC004","Los Angeles CA","34.05","-118.25","P006","30.66549992","Activewear","Nike Pro Tights","35","D3D94","DC004","OI153858","O105986","U84819","P006","2021-07-11","","","","17","","","","","","","","","","O105986","U84819","Processing","F","2021-07-11","","",""
"DC003","Houston TX","29.7604","-95.3698","P005","16.62649992","Apparel","Nike Legend Tee","30","C81E7","DC003","OI7039","O4812","U3838","P005","2023-01-12","2023-01-13","","","18","","","","","","","","","","O4812","U3838","Shipped","F","2023-01-12","2023-01-13","",""
"DC003","Houston TX","29.7604","-95.3698","P005","16.62649992","Apparel","Nike Legend Tee","30","C81E7","DC003","OI25484","O17521","U13978","P005","2022-10-03","2022-10-04","","","18","","","","","","","","","","O17521","U13978","Shipped","F","2022-10-03","2022-10-04","",""
"DC005","New Orleans LA","29.95","-90.0667","P007","20.93499997","Accessories","Nike Sportswear","40","8F14E","DC005","OI41076","O28272","U22481","P007","2020-12-30","2020-12-30","","","18","","","","","","","","","","O28272","U22481","Shipped","F","2020-12-30","2020-12-30","",""
"DC003","Houston TX","29.7604","-95.3698","P005","16.62649992","Apparel","Nike Legend Tee","30","C81E7","DC003","OI62286","O42831","U34177","P005","2021-04-15","2021-04-15","","","18","","","","","","","","","","O42831","U34177","Shipped","F","2021-04-15","2021-04-15","",""
"DC005","New Orleans LA","29.95","-90.0667","P007","20.93499997","Accessories","Nike Sportswear","40","8F14E","DC005","OI83935","O57815","U46307","P007","2022-04-12","2022-04-13","","","18","","","","","","","","","","O57815","U46307","Shipped","F","2022-04-12","2022-04-13","",""
"DC005","New Orleans LA","29.95","-90.0667","P007","20.93499997","Accessories","Nike Sportswear","40","8F14E","DC005","OI89167","O61516","U49289","P007","2021-11-25","2021-11-25","","","18","","","","","","","","","","O61516","U49289","Shipped","F","2021-11-25","2021-11-25","",""
"DC005","New Orleans LA","29.95","-90.0667","P007","20.93499997","Accessories","Nike Sportswear","40","8F14E","DC005","OI156729","O108003","U86419","P007","2020-01-04","2020-01-05","","","18","","","","","","","","","","O108003","U86419","Shipped","F","2020-01-04","2020-01-05","",""
"DC005","New Orleans LA","29.95","-90.0667","P007","20.93499997","Accessories","Nike Sportswear","40","8F14E","DC005","OI149049","O102736","U82264","P007","2022-06-30","2022-07-01","2022-07-03","","18","","","","","","","","","","O102736","U82264","Complete","F","2022-06-30","2022-07-01","2022-07-03",""
"DC005","New Orleans LA","29.95","-90.0667","P007","20.93499997","Accessories","Nike Sportswear","40","8F14E","DC005","OI167326","O115266","U92218","P007","2022-04-15","2022-04-14","2022-04-17","","18","","","","","","","","","","O115266","U92218","Complete","F","2022-04-15","2022-04-14","2022-04-17",""
"DC003","Houston TX","29.7604","-95.3698","P005","16.62649992","Apparel","Nike Legend Tee","30","C81E7","DC003","OI179789","O123862","U99108","P005","2023-06-07","2023-06-09","2023-06-10","","18","","","","","","","","","","O123862","U99108","Complete","F","2023-06-07","2023-06-09","2023-06-10",""
"DC003","Houston TX","29.7604","-95.3698","P005","16.62649992","Apparel","Nike Legend Tee","30","C81E7","DC003","OI37567","O25822","U20536","P005","2023-04-18","2023-04-18","2023-04-20","2023-04-21","18","","","","","","","","","","O25822","U20536","Returned","F","2023-04-18","2023-04-18","2023-04-20","2023-04-20"
"DC003","Houston TX","29.7604","-95.3698","P005","16.62649992","Apparel","Nike Legend Tee","30","C81E7","DC003","OI55562","O38188","U30401","P005","2019-11-28","2019-11-27","2019-11-30","2019-12-02","18","","","","","","","","","","O38188","U30401","Returned","F","2019-11-28","2019-11-27","2019-11-30","2019-11-30"
"DC003","Houston TX","29.7604","-95.3698","P005","16.62649992","Apparel","Nike Legend Tee","30","C81E7","DC003","OI101746","O70153","U56192","P005","2022-07-25","2022-07-26","2022-07-31","2022-07-31","18","","","","","","","","","","O70153","U56192","Returned","F","2022-07-25","2022-07-26","2022-07-31","2022-07-31"
"DC005","New Orleans LA","29.95","-90.0667","P007","20.93499997","Accessories","Nike Sportswear","40","8F14E","DC005","OI132514","O91427","U73188","P007","2021-04-09","2021-04-11","2021-04-15","2021-04-16","18","","","","","","","","","","O91427","U73188","Returned","F","2021-04-09","2021-04-11","2021-04-15","2021-04-15"
"DC005","New Orleans LA","29.95","-90.0667","P007","20.93499997","Accessories","Nike Sportswear","40","8F14E","DC005","OI169737","O116900","U93516","P007","2021-08-21","2021-08-21","2021-08-23","2021-08-25","18","","","","","","","","","","O116900","U93516","Returned","F","2021-08-21","2021-08-21","2021-08-23","2021-08-23"
"DC003","Houston TX","29.7604","-95.3698","P005","16.62649992","Apparel","Nike Legend Tee","30","C81E7","DC003","OI38094","O26206","U20838","P005","2021-10-06","","","","18","","","","","","","","","","O26206","U20838","Cancelled","F","2021-10-06","","",""
"DC003","Houston TX","29.7604","-95.3698","P005","16.62649992","Apparel","Nike Legend Tee","30","C81E7","DC003","OI58998","O40560","U32314","P005","2021-08-04","","","","18","","","","","","","","","","O40560","U32314","Cancelled","F","2021-08-04","","",""
"DC003","Houston TX","29.7604","-95.3698","P005","16.62649992","Apparel","Nike Legend Tee","30","C81E7","DC003","OI91486","O63121","U50557","P005","2020-06-16","","","","18","","","","","","","","","","O63121","U50557","Cancelled","F","2020-06-16","","",""
"DC003","Houston TX","29.7604","-95.3698","P005","16.62649992","Apparel","Nike Legend Tee","30","C81E7","DC003","OI28849","O19811","U15811","P005","2020-01-16","","","","18","","","","","","","","","","O19811","U15811","Processing","F","2020-01-16","","",""
"DC005","New Orleans LA","29.95","-90.0667","P007","20.93499997","Accessories","Nike Sportswear","40","8F14E","DC005","OI129751","O89533","U71665","P007","2023-02-12","","","","18","","","","","","","","","","O89533","U71665","Processing","F","2023-02-12","","",""
"DC005","New Orleans LA","29.95","-90.0667","P007","20.93499997","Accessories","Nike Sportswear","40","8F14E","DC005","OI175712","O121058","U96830","P007","2022-10-10","","","","18","","","","","","","","","","O121058","U96830","Processing","F","2022-10-10","","",""
"DC003","Houston TX","29.7604","-95.3698","P005","16.62649992","Apparel","Nike Legend Tee","30","C81E7","DC003","OI66618","O45873","U36629","P005","2022-06-11","2022-06-11","","","19","","","","","","","","","","O45873","U36629","Shipped","F","2022-06-11","2022-06-11","",""
"DC003","Houston TX","29.7604","-95.3698","P005","16.62649992","Apparel","Nike Legend Tee","30","C81E7","DC003","OI44578","O30670","U24421","P005","2022-05-21","2022-05-19","2022-05-19","","19","","","","","","","","","","O30670","U24421","Complete","F","2022-05-21","2022-05-19","2022-05-19",""
"DC003","Houston TX","29.7604","-95.3698","P005","16.62649992","Apparel","Nike Legend Tee","30","C81E7","DC003","OI175264","O120736","U96579","P005","2022-08-25","2022-08-24","2022-08-25","","19","","","","","","","","","","O120736","U96579","Complete","F","2022-08-25","2022-08-24","2022-08-25",""
"DC003","Houston TX","29.7604","-95.3698","P005","16.62649992","Apparel","Nike Legend Tee","30","C81E7","DC003","OI17450","O12008","U9577","P005","2023-03-14","2023-03-14","2023-03-15","2023-03-16","19","","","","","","","","","","O12008","U9577","Returned","F","2023-03-14","2023-03-14","2023-03-15","2023-03-15"
"DC003","Houston TX","29.7604","-95.3698","P005","16.62649992","Apparel","Nike Legend Tee","30","C81E7","DC003","OI179742","O123829","U99085","P005","2023-06-23","2023-06-19","2023-06-24","2023-06-24","19","","","","","","","","","","O123829","U99085","Returned","F","2023-06-23","2023-06-19","2023-06-24","2023-06-24"
"DC003","Houston TX","29.7604","-95.3698","P005","16.62649992","Apparel","Nike Legend Tee","30","C81E7","DC003","OI19447","O13380","U10696","P005","2023-02-20","","","","19","","","","","","","","","","O13380","U10696","Cancelled","F","2023-02-20","","",""
"DC003","Houston TX","29.7604","-95.3698","P005","16.62649992","Apparel","Nike Legend Tee","30","C81E7","DC003","OI26149","O17977","U14327","P005","2021-07-02","","","","19","","","","","","","","","","O17977","U14327","Processing","F","2021-07-02","","",""
"DC003","Houston TX","29.7604","-95.3698","P005","16.62649992","Apparel","Nike Legend Tee","30","C81E7","DC003","OI88705","O61195","U49031","P005","2021-11-15","","","","19","","","","","","","","","","O61195","U49031","Processing","F","2021-11-15","","",""
"DC005","New Orleans LA","29.95","-90.0667","P008","48.86699984","Accessories","Nike Benassi","40","6512B","DC005","OI15356","O10592","U8486","P008","2023-01-04","2023-01-05","","","20","","","","","","","","","","O10592","U8486","Shipped","F","2023-01-04","2023-01-05","",""
"DC005","New Orleans LA","29.95","-90.0667","P008","48.86699984","Accessories","Nike Benassi","40","6512B","DC005","OI29761","O20448","U16331","P008","2023-03-21","2023-03-20","","","20","","","","","","","","","","O20448","U16331","Shipped","F","2023-03-21","2023-03-20","",""
"DC005","New Orleans LA","29.95","-90.0667","P008","48.86699984","Accessories","Nike Benassi","40","6512B","DC005","OI95454","O65853","U52681","P008","2020-04-29","2020-05-02","","","20","","","","","","","","","","O65853","U52681","Shipped","F","2020-04-29","2020-05-02","",""
"DC005","New Orleans LA","29.95","-90.0667","P007","20.93499997","Accessories","Nike Sportswear","40","8F14E","DC005","OI109015","O75201","U60207","P007","2022-06-09","2022-06-05","","","20","","","","","","","","","","O75201","U60207","Shipped","F","2022-06-09","2022-06-05","",""
"DC005","New Orleans LA","29.95","-90.0667","P008","48.86699984","Accessories","Nike Benassi","40","6512B","DC005","OI4931","O3366","U2684","P008","2022-04-18","2022-04-17","2022-04-21","","20","","","","","","","","","","O3366","U2684","Complete","F","2022-04-18","2022-04-17","2022-04-21",""
"DC005","New Orleans LA","29.95","-90.0667","P008","48.86699984","Accessories","Nike Benassi","40","6512B","DC005","OI18987","O13061","U10426","P008","2021-11-07","2021-11-07","2021-11-09","","20","","","","","","","","","","O13061","U10426","Complete","F","2021-11-07","2021-11-07","2021-11-09",""
"DC005","New Orleans LA","29.95","-90.0667","P007","20.93499997","Accessories","Nike Sportswear","40","8F14E","DC005","OI20401","O14027","U11262","P007","2023-03-21","2023-03-19","2023-03-22","2023-03-24","20","","","","","","","","","","O14027","U11262","Returned","F","2023-03-21","2023-03-19","2023-03-22","2023-03-22"
"DC005","New Orleans LA","29.95","-90.0667","P008","48.86699984","Accessories","Nike Benassi","40","6512B","DC005","OI14850","O10239","U8228","P008","2020-11-20","","","","20","","","","","","","","","","O10239","U8228","Processing","F","2020-11-20","","",""
"DC005","New Orleans LA","29.95","-90.0667","P007","20.93499997","Accessories","Nike Sportswear","40","8F14E","DC005","OI86713","O59805","U47899","P007","2020-10-11","","","","20","","","","","","","","","","O59805","U47899","Processing","F","2020-10-11","","",""
"DC005","New Orleans LA","29.95","-90.0667","P008","48.86699984","Accessories","Nike Benassi","40","6512B","DC005","OI116544","O80397","U64267","P008","2022-09-02","","","","20","","","","","","","","","","O80397","U64267","Processing","F","2022-09-02","","",""
"DC005","New Orleans LA","29.95","-90.0667","P008","48.86699984","Accessories","Nike Benassi","40","6512B","DC005","OI123108","O84926","U67861","P008","2023-06-26","","","","20","","","","","","","","","","O84926","U67861","Processing","F","2023-06-26","","",""
"DC005","New Orleans LA","29.95","-90.0667","P007","20.93499997","Accessories","Nike Sportswear","40","8F14E","DC005","OI178784","O123188","U98559","P007","2022-09-18","","","","20","","","","","","","","","","O123188","U98559","Processing","F","2022-09-18","","",""
"DC004","Los Angeles CA","34.05","-118.25","P006","30.66549992","Activewear","Nike Pro Tights","35","D3D94","DC004","OI32144","O22097","U17623","P006","2023-04-11","2023-04-12","","","21","","","","","","","","","","O22097","U17623","Shipped","F","2023-04-11","2023-04-12","",""
"DC004","Los Angeles CA","34.05","-118.25","P006","30.66549992","Activewear","Nike Pro Tights","35","D3D94","DC004","OI33258","O22886","U18242","P006","2022-07-16","2022-07-16","","","21","","","","","","","","","","O22886","U18242","Shipped","F","2022-07-16","2022-07-16","",""
"DC004","Los Angeles CA","34.05","-118.25","P006","30.66549992","Activewear","Nike Pro Tights","35","D3D94","DC004","OI37873","O26049","U20716","P006","2023-02-25","2023-02-27","","","21","","","","","","","","","","O26049","U20716","Shipped","F","2023-02-25","2023-02-27","",""
"DC004","Los Angeles CA","34.05","-118.25","P006","30.66549992","Activewear","Nike Pro Tights","35","D3D94","DC004","OI71143","O48952","U39116","P006","2020-09-18","2020-09-18","","","21","","","","","","","","","","O48952","U39116","Shipped","F","2020-09-18","2020-09-18","",""
"DC004","Los Angeles CA","34.05","-118.25","P006","30.66549992","Activewear","Nike Pro Tights","35","D3D94","DC004","OI130167","O89828","U71886","P006","2022-05-15","2022-05-15","","","21","","","","","","","","","","O89828","U71886","Shipped","F","2022-05-15","2022-05-15","",""
"DC004","Los Angeles CA","34.05","-118.25","P006","30.66549992","Activewear","Nike Pro Tights","35","D3D94","DC004","OI93139","O64240","U51436","P006","2023-06-30","","","","21","","","","","","","","","","O64240","U51436","Cancelled","F","2023-06-30","","",""
